date,nasdaq,PIH,FLWS,FCCY,SRCE,FUBC,VNET,TWOU,DGLD,JOBS,EGHT,AAON,DOX,UHAL,MTGE,CRMT,FOLD,BCOM,BOSC,CFFI,CHRW,KOOL,PLCE,JRJC,CHOP,HGSH,HTHT,IMOS,DJCO,SATS,WATT,INBK,FTLB,QABA,GOOG,oil_price,tbonds_rate,sp500
2007-12-20,2640.860107,,8.9500,7.6362,12.0800,,,,,9.5250,0.9300,5.2100,30.1651,62.3282,,12.9700,9.5400,7.4952,42.0000,19.4632,40.7048,1352.0000,24.7908,205.0000,5.5500,,,14.4506,41.2500,,,8.1369,,,,87.36,4.04,1460.1200
2007-12-21,2691.98999,,8.9400,7.4259,12.1397,,,,,9.4250,0.9200,5.4802,30.0663,64.7115,,12.7500,10.7100,7.5971,41.0000,19.4632,41.5119,1416.0000,25.1477,210.0000,5.5500,,,14.2143,41.2500,,,8.1369,,,,87.73,4.18,1484.4600
2007-12-24,2713.5,,9.0600,7.4522,12.0800,,,,,9.6300,0.9100,5.7035,30.4612,65.6302,,12.9500,10.7700,7.7650,45.0000,19.1678,41.5888,1408.0000,25.5412,217.9000,5.5500,,,14.5181,41.2500,,,8.1369,,,,87.86,4.23,1496.4500
2007-12-26,2724.409912,,8.8300,8.0934,12.6906,,,,,9.7200,0.8900,5.4828,30.4971,66.4580,,12.5000,10.5700,7.7290,42.0000,19.8842,41.8886,1384.0000,25.0379,237.5000,5.5500,,,14.3831,41.2500,,,8.1369,,,,89.44,4.3,1497.6600
2007-12-27,2676.790039,,8.7000,7.7518,11.7415,,,,,9.3700,0.8600,5.2568,30.2099,61.5823,,13.0600,10.2500,7.4652,39.2000,19.9911,41.3351,1360.0000,24.1044,234.0000,5.5500,,,14.0792,41.2500,,,8.2290,,,,90.29,4.21,1476.2700
2007-12-28,2674.459961,,8.6800,8.1669,11.4096,,,,,8.9800,0.8600,5.2802,30.5689,62.3919,,12.8200,10.4900,7.5612,39.8000,19.4819,41.5273,1296.0000,23.5645,231.6000,5.5500,,,13.8766,41.2500,,,8.2904,,,,90.84,4.11,1478.4900
2007-12-31,2652.280029,,8.7300,8.4087,11.4892,,,,,9.0100,0.8900,5.1477,30.9369,59.7449,,12.5500,10.7500,7.7710,38.0000,19.0107,41.6042,1264.0000,23.7292,219.0000,5.5500,,,14.3831,41.2500,,,8.3518,,,,90.7,4.04,1468.3600
2008-01-02,2609.6298829999996,,8.0200,8.4087,10.9251,,,,,9.1250,1.0095,4.8776,30.5241,57.3980,,12.2600,10.3400,7.6451,38.0000,19.9471,39.8822,1384.0000,22.7501,206.5000,5.5500,,,13.8429,41.2500,16.5803,,8.3518,,,,91.82,3.91,1447.1600
2008-01-03,2602.679932,,7.6300,8.4087,11.0047,,,,,9.1000,1.0200,4.6776,30.0933,55.9335,,12.1300,10.1400,7.6571,38.0000,20.1105,39.9360,1344.0000,22.0820,203.4000,5.5500,,,13.1676,41.2500,18.0608,,8.3518,,,,93.67,3.91,1447.1600
2008-01-04,2504.649902,,7.1600,8.4087,10.7525,,,,,9.0050,1.0200,4.5763,29.1599,54.6509,,11.7100,10.0700,7.4208,38.0000,20.2173,38.4139,1240.0000,21.1669,186.0000,5.5500,,,12.4586,41.2500,17.9336,,8.3518,,,,93.38,3.88,1411.6300
2008-01-07,2499.459961,,6.9900,8.4560,11.3698,,,,,9.1500,1.0100,4.7477,28.1457,56.9978,,11.6400,10.5900,7.5851,38.0000,19.4003,38.9136,1224.0000,21.1211,181.5000,5.5500,,,12.4923,41.2500,17.1654,,8.3518,,,,91.72,3.86,1416.1801
2008-01-08,2440.51001,,6.5900,8.0618,10.3675,,,,,8.7350,1.0200,4.5555,27.8046,54.5235,,11.4000,10.5600,7.3753,38.0000,19.9156,36.4075,1120.0000,20.2792,176.0750,5.5500,,,12.1885,41.2500,16.2802,,8.3518,,,,91.67,3.86,1390.1899
2008-01-09,2474.550049,,6.8000,8.5086,11.1640,,,,,8.6050,1.0100,4.7062,27.3379,57.3525,,11.2800,10.8000,7.5312,39.0000,19.2558,36.9687,1200.0000,20.0230,179.9000,5.5500,,,12.2222,39.0000,16.3819,,8.2597,,,,91.98,3.82,1409.1300
2008-01-10,2488.52002,,6.6600,7.9672,11.2171,,,,,8.8700,1.0000,4.6620,29.9407,60.8182,,11.1400,10.7500,7.3924,39.0000,20.2299,37.2301,1568.0000,17.3966,193.5000,5.5700,,,12.3235,40.2500,15.7307,,8.2904,,,,89.71,3.91,1420.3300
2008-01-11,2439.939941,,6.6000,8.1302,10.6065,,,,,8.6700,0.9800,4.3633,29.6535,57.1615,,10.9000,11.0000,7.0695,41.0000,20.2299,36.4767,1592.0000,15.4931,181.3000,5.5700,,,12.1210,40.2500,15.9749,,8.2904,,,,88.36,3.82,1401.0200
2008-01-14,2478.300049,,6.8700,8.1459,11.0114,,,,,8.9100,0.9900,4.5452,29.5458,61.3640,,11.0300,10.9000,7.2014,38.8000,20.1042,37.1762,1632.0000,15.6944,180.0000,5.5700,,,12.5261,39.5200,15.3644,,8.2904,,,,88.51,3.81,1416.2500
2008-01-15,2417.590088,,6.8100,8.1459,10.6131,,,,,8.6000,1.1000,4.3997,29.6086,59.9905,,10.9200,10.5200,7.0515,40.0000,19.5197,36.7688,1600.0000,14.6878,162.2000,5.5700,,,11.8846,39.5200,15.2118,,8.2904,,,,88.33,3.72,1380.9500
2008-01-16,2394.590088,,7.0600,8.1459,11.3167,,,,,8.8250,1.0700,4.3971,28.8098,61.5641,,10.8700,10.6500,7.2494,39.8000,19.3563,37.6682,1600.0000,14.9806,144.5000,5.5600,,,11.9859,39.5200,15.0083,,8.1369,,,,86.28,3.74,1373.2000
2008-01-17,2346.899902,,6.7600,7.4785,10.8322,,,,,8.1800,1.1400,4.1971,28.3521,59.7630,,10.9900,10.7400,6.9915,39.8000,19.3563,36.4152,1584.0000,14.5963,129.4000,5.5600,,,11.6483,39.5200,14.7336,,8.1369,,,,86.14,3.66,1333.2500
2008-01-18,2340.02002,,6.7400,8.3561,10.3808,,,,,8.6900,1.1300,4.1244,28.4329,60.3998,,11.0100,10.7100,7.2074,39.8000,19.3563,37.3300,1472.0000,14.3309,126.8000,5.5600,,,11.5807,44.0000,14.6318,,8.1369,,,,85.91,3.66,1325.1899
2008-01-22,2292.27002,,6.6500,8.3561,10.8587,,,,,8.2100,1.0700,4.3659,27.7777,60.8910,,10.3000,10.6600,7.0575,39.4000,19.3564,36.4536,1400.0000,14.3034,122.0000,5.5600,,,11.3613,44.0000,14.6115,,7.8605,,,,83.7,3.52,1310.5000
2008-01-23,2316.409912,,7.0400,8.3283,12.6508,,,,,8.2850,1.0700,4.6361,29.5189,61.1548,,10.7000,10.8400,6.9855,39.2000,19.3563,39.2134,1392.0000,15.6487,116.7000,5.5600,,,11.5807,40.3100,14.6522,,7.8605,,,,84.48,3.51,1338.6000
2008-01-24,2360.919922,,7.2900,8.6625,11.6485,,,,,8.9900,1.1400,4.3607,30.5600,62.6102,,10.9700,10.4800,7.1474,35.4000,19.3626,38.2371,1440.0000,16.1062,149.9000,5.5600,,,11.9859,40.3100,14.9371,,7.8605,,,,84.42,3.68,1352.0699
2008-01-25,2326.199951,,7.5000,7.8046,11.6618,,,,,9.1000,1.2000,4.4205,29.4830,62.0735,,11.2500,10.6600,7.1954,37.8000,19.3563,38.1449,1344.0000,15.3558,180.0000,5.5600,,,11.9521,40.0600,15.2678,,7.8605,,,,86.87,3.61,1330.6100
2008-01-28,2349.909912,,7.6500,7.5372,12.3787,,,,,9.0150,1.2100,4.5374,29.7253,63.6290,,11.6000,10.7400,7.1894,38.2000,18.9164,38.6676,1376.0000,16.0513,164.4000,5.5600,,,12.0534,47.9900,14.7794,,7.9833,,,,87.01,3.61,1353.9600
2008-01-29,2358.060059,,7.6400,7.2420,12.3189,,,,,9.0750,1.2600,4.5088,29.5548,63.2833,,11.4200,10.5400,7.2074,38.2000,18.5582,39.0597,1352.0000,16.1245,157.1000,5.5600,,,12.1885,47.9900,14.3825,,7.9833,,,,88.2,3.69,1362.3000
2008-01-30,2349.0,,7.4600,7.7991,12.5048,,,,,9.1850,1.2400,4.3582,29.5907,61.3458,,11.3700,9.3700,7.1654,37.4000,19.6014,41.4735,1504.0000,15.8958,162.5000,5.5600,,,12.2594,40.5100,14.4181,,7.9833,,,,88.59,3.78,1355.8101
2008-01-31,2389.860107,,7.8100,8.0720,12.9428,,,,,8.8900,1.1900,4.6231,29.6625,63.2015,,11.4200,9.7200,7.2553,37.6000,18.7027,42.6958,1424.0000,16.9664,171.5000,5.5600,,,11.9521,40.1000,14.8658,,7.9833,,,,87.92,3.67,1378.5500
2008-02-01,2413.360107,,8.3100,8.0776,13.5734,,,,,9.1900,1.2200,4.8412,29.9856,64.8570,,11.7500,10.2400,7.1954,37.4000,18.7027,43.2570,1416.0000,18.1012,172.6000,5.5600,,,12.6949,40.1000,15.7969,,7.9833,,,,87.5,3.62,1395.4200
2008-02-04,2382.850098,,8.3900,8.0776,13.1657,,,,,9.5000,1.2300,4.6283,30.0035,64.0292,,11.7900,10.5000,7.2553,38.4000,18.9478,42.1654,1392.0000,17.5247,181.1000,5.6000,,,12.1885,40.1000,15.8884,,7.9833,,,,86.51,3.68,1380.8199
2008-02-05,2309.570068,,8.3876,8.3561,12.5976,,,,,8.8500,1.1700,4.3997,28.5585,61.2185,,11.3400,10.2100,7.1534,38.4000,18.9478,42.0885,1392.0000,16.9848,161.1950,5.6000,,,11.9184,40.1000,15.9291,,7.9833,,,,86.01,3.61,1336.6400
2008-02-06,2278.75,,8.2300,8.3561,12.3704,,,,,8.9600,1.2200,4.5945,28.1726,56.3883,,11.1100,10.1500,7.1654,38.4000,19.9156,41.6196,1400.0000,16.2710,156.9000,5.6000,,,11.8171,40.1000,15.8274,,7.8605,,,,84.66,3.61,1326.4500
2008-02-07,2293.030029,,8.3800,8.3561,12.5375,,,,,8.9150,1.1500,4.8672,28.3880,52.7134,,11.2700,10.0000,7.1954,37.0000,19.9533,42.7419,1424.0000,19.4739,153.2000,5.6000,,,11.7158,40.1000,15.7307,,7.8605,,,,84.63,3.74,1336.9100
2008-02-08,2304.850098,,8.3000,7.8673,12.3504,,,,,9.0000,1.1500,4.5893,28.2175,52.8225,,11.0500,10.0400,7.1894,37.0000,19.2935,41.5581,1440.0000,18.0555,154.0000,5.6000,,,11.6483,40.1000,16.3209,,7.8605,,,,86.1,3.64,1331.2900
2008-02-11,2320.060059,,8.5300,7.7991,12.2033,,,,,8.9650,1.1700,4.5685,28.3521,52.7589,,11.4400,10.1200,7.1954,37.6000,18.8536,41.8502,1400.0000,18.5039,148.3000,5.6000,,,11.5807,40.1000,17.7352,,7.9219,,,,89.01,3.62,1339.1300
2008-02-12,2320.040039,,8.5400,8.2837,12.5041,,,,,8.7600,1.1600,4.5374,28.3342,49.3204,,11.4200,10.0200,7.1954,37.6000,19.4820,42.0039,1384.0000,17.6894,152.8000,5.5800,,,11.7496,40.1000,17.7912,,7.7991,,,,89.63,3.66,1348.8600
2008-02-13,2373.929932,,8.5600,7.8659,13.0454,,,,,8.9550,1.1700,4.6724,28.9624,52.4223,,11.5000,11.4100,7.2254,37.8000,19.1678,42.2807,1392.0000,18.4215,158.0000,5.5800,,,12.2898,44.0000,18.5696,,7.7991,,,,89.48,3.7,1367.2100
2008-02-14,2332.540039,,8.5500,7.8659,12.3103,,,,,9.1550,1.1800,4.4543,28.5944,52.0766,,11.3200,10.8100,7.1834,37.8000,19.1678,41.5350,1336.0000,17.8175,154.6000,5.5800,,,11.9521,41.2800,20.4316,,7.7991,,,,90.63,3.85,1348.8600
2008-02-15,2321.800049,,8.3500,7.9439,12.2568,,,,,9.0800,1.1700,4.3400,28.5855,49.6206,,11.4200,10.5100,7.1954,37.8000,18.7404,41.3813,1336.0000,18.1836,151.4000,5.5800,,,11.8171,41.2800,20.4265,,7.7991,,,,91.55,3.76,1349.9900
2008-02-19,2306.199951,,8.5000,7.8509,12.1699,,,,,9.3250,1.1500,4.4802,28.5765,49.2386,,11.0600,9.7600,7.1834,35.6000,19.3249,41.4274,1264.0000,18.2202,152.4000,5.5800,,,11.8509,41.2800,19.3378,,7.9219,,,,92.52,3.89,1348.7800
2008-02-20,2327.100098,,8.6500,7.7991,12.5509,,,,,9.3700,1.1200,4.5322,28.3072,50.6394,,11.3800,9.6400,7.1894,35.6000,18.8975,41.7349,1360.0000,18.9157,150.6000,5.5700,,,11.8171,41.2800,19.7906,,7.9219,,,,94.09,3.93,1360.0300
2008-02-21,2299.780029,,8.4000,7.7991,12.2969,,,,,9.3000,1.1200,4.4101,28.0829,48.9930,,11.3000,10.3900,7.0575,35.6000,18.8975,40.4741,1274.2400,19.0621,167.8000,5.5700,,,11.8509,41.2800,19.1546,,7.9219,,,,93.81,3.77,1342.5300
2008-02-22,2303.350098,,8.4400,7.7991,12.0630,,,,,9.2100,1.0400,4.3633,27.9931,48.6564,,11.0000,9.9400,7.1444,35.6000,20.0728,40.3281,1240.0000,18.9889,162.4000,5.5700,,,12.1547,41.2800,18.6917,,7.8605,,,,92.48,3.79,1353.1100
2008-02-25,2327.47998,,8.6200,7.7991,12.3303,,,,,8.9050,1.1110,4.5140,27.6521,51.8765,,11.2000,9.9500,7.2494,37.0000,19.7145,40.7586,1288.0000,19.5654,165.6000,5.6000,,,11.8846,41.2800,18.9562,,7.8605,,,,93.49,3.91,1371.8000
2008-02-26,2344.98999,,8.6800,7.7155,12.6377,,,,,9.2450,1.1200,4.5971,27.8316,52.8134,,11.4400,10.2800,7.1954,37.6000,19.7145,41.1353,1408.0000,20.2975,169.8000,5.6000,,,11.8846,41.2800,19.8873,,7.8605,,,,93.96,3.88,1381.2900
2008-02-27,2353.780029,,8.4900,7.7991,12.7380,,,,,9.1250,1.0900,4.4361,28.8906,53.7867,,11.7400,9.8100,7.2553,37.6000,19.7145,41.3966,1360.3200,20.8649,169.6000,5.6000,,,11.7833,41.2800,19.7143,,7.8605,,,,95.03,3.85,1380.0200
2008-02-28,2331.570068,,8.2500,7.6598,12.1833,,,,,9.1450,1.0800,4.2984,28.4867,50.0299,,11.0100,10.4800,7.2074,37.6000,19.1175,40.7048,1360.0000,19.8857,170.1000,5.6200,,,11.7833,41.2800,19.9076,,7.8912,,,,94.87,3.71,1367.6801
2008-02-29,2271.47998,,8.0400,7.6598,11.6687,,,,,9.0750,1.0500,4.2880,27.8226,47.4011,,10.9000,9.8500,7.2254,37.6000,18.8473,39.0289,1340.1600,19.5471,212.2000,5.6200,,,11.4795,41.2800,20.3808,,7.7684,,,,96.35,3.53,1330.6300
2008-03-03,2258.600098,,8.6300,7.6598,11.1675,,,,,9.2000,1.0700,4.3685,27.8316,46.3914,,11.0100,9.9100,7.1474,38.4000,18.4953,39.5132,1176.0000,20.3250,189.5000,5.6200,,,11.4119,41.2800,19.6736,,7.7684,,,,97.12,3.54,1331.3400
2008-03-04,2260.280029,,8.2400,7.6598,11.3613,,,,,8.4800,1.0300,4.6335,26.7815,47.6194,,12.1100,10.1100,7.1414,38.4000,18.4953,39.6977,1080.0000,19.7484,201.0000,5.5800,,,11.0068,41.5100,19.6634,,7.5228,,,,96.13,3.63,1326.7500
2008-03-05,2272.810059,,8.1600,7.6598,11.1741,,,,,8.5150,1.0200,4.6075,26.0186,47.0827,,12.3500,9.7000,6.9435,36.8000,18.4953,40.7586,1144.0000,20.0596,196.7460,5.5800,,,10.8380,42.0000,19.6685,,7.6149,,,,95.86,3.7,1333.7000
2008-03-06,2220.5,,7.8200,7.6598,10.6194,,,,,8.3100,1.0200,4.4828,25.4263,44.8814,,11.9600,10.0100,6.8116,36.8000,18.4953,40.2028,1136.0000,18.1012,183.5000,5.5700,,,10.5341,45.0000,19.5210,,7.5228,,,,98.34,3.62,1304.3400
2008-03-07,2212.48999,,7.6500,7.2420,11.0137,,,,,8.4950,1.0100,4.5503,25.6147,45.1998,,12.3700,10.7100,6.9196,36.8000,18.8536,40.1333,1144.0000,17.3691,162.8000,5.5700,,,10.4834,45.0000,19.6888,,7.5228,,,,99.0,3.56,1293.3700
2008-03-10,2169.340088,,7.4700,7.2141,10.8868,,,,,8.5500,0.9599,4.4049,25.1032,43.5442,,12.2000,9.9800,6.4758,35.4000,18.8536,38.4891,1128.0000,16.6553,146.9000,5.5000,,,10.0952,45.0000,18.6459,,7.3692,,,,99.48,3.46,1273.3700
2008-03-11,2255.76001,,8.1600,6.9635,12.8716,,,,,8.8350,0.9900,4.5997,26.7276,47.9469,,12.3600,10.9200,6.5358,35.4000,17.9109,40.6659,1272.0000,18.0829,162.9000,5.5000,,,10.2977,45.0000,17.7912,,7.1850,,,,100.57,3.6,1320.6500
2008-03-12,2243.8701170000004,,8.2600,6.6849,12.3236,,,,,9.3050,0.9800,4.3685,26.3866,46.9099,,12.3600,10.6600,6.2360,35.4000,18.1057,40.7586,1280.0000,18.0280,152.4000,5.6000,,,10.3315,45.0000,17.8014,,7.1850,,,,101.38,3.49,1308.7700
2008-03-13,2263.610107,,8.2600,6.6849,12.6712,,,,,9.6500,0.9800,4.4984,26.7905,48.8838,,12.3300,11.4400,6.1820,35.4000,15.8885,41.4302,1256.0000,20.0047,153.6000,5.6000,,,10.3653,45.0000,17.4045,,6.4788,,,,102.39,3.56,1315.4800
2008-03-14,2212.48999,,8.0800,6.7406,12.0830,,,,,8.9950,0.9800,4.4672,26.6828,47.2010,,12.3200,9.7800,6.0261,35.4000,18.2963,40.6505,1272.0000,19.1170,146.0000,5.6000,,,9.9939,45.0000,16.9670,,6.5095,,,,102.88,3.44,1288.1400
2008-03-17,2177.01001,,8.2100,6.5512,12.4372,,,,,8.7550,0.9600,4.4932,25.4173,45.8911,,12.0700,9.4200,5.4505,35.4000,18.6965,39.7782,1200.0000,18.0280,135.2000,5.6200,,,9.1836,45.0000,16.4125,,6.2946,,,,101.41,3.34,1276.6000
2008-03-18,2268.26001,,8.6300,6.4899,13.3862,,,,,8.7350,0.9800,4.7711,25.2647,49.1112,,12.6900,10.0000,5.4085,33.4000,16.8415,42.0709,1264.0000,19.0072,140.6000,5.6200,,,9.0485,45.0000,15.9953,,6.2639,,,,100.1,3.48,1330.7400
2008-03-19,2209.959961,,8.3200,6.4342,12.7313,,,,,8.4150,0.9500,4.6568,24.6365,48.0560,,12.6900,10.7300,5.4894,33.8000,16.1808,41.0673,1320.0000,17.9365,135.0000,5.6000,,,9.4874,41.5100,15.1762,,6.4174,,,,99.97,3.38,1298.4200
2008-03-20,2258.110107,,8.5800,6.6515,13.9209,,,,,8.7500,0.9400,4.8984,25.9378,51.4581,,12.5700,11.0400,5.5404,33.8000,17.7436,42.4723,1272.0000,20.3616,132.8000,5.6000,,,9.0147,41.5100,15.7918,,6.4481,,,,96.1,3.34,1329.5100
2008-03-24,2326.75,,8.4800,7.3423,13.8942,,,,,8.7750,0.9700,5.0776,26.6110,53.9505,,12.6800,11.5300,6.2000,31.8000,16.5175,44.6569,1312.0000,22.8141,140.8000,5.6000,0.0900,,9.6225,41.5100,15.3390,,6.4481,,,,96.15,3.56,1349.8800
2008-03-25,2341.050049,,8.6400,7.2977,13.9944,,,,,8.7550,0.9500,5.2308,26.7097,53.5320,,12.7900,11.4900,6.5658,32.0000,16.4539,44.0239,1304.0000,23.2076,148.6000,5.5500,0.0900,,10.3653,41.5100,15.5374,,6.7244,,,,96.49,3.51,1352.9900
2008-03-26,2324.360107,,8.4000,7.2977,14.3018,,,,,8.5500,0.9800,5.3295,26.0276,52.6679,,12.6400,11.5000,6.5958,32.0000,16.8351,43.4141,1264.0000,23.3357,148.1000,5.5500,0.0900,,10.6691,41.5100,15.4662,,6.7244,,,,98.42,3.51,1341.1300
2008-03-27,2280.830078,,8.3600,7.2977,14.3018,,,,,8.4700,0.9790,5.1347,25.4711,52.9135,,12.7800,11.6000,6.5958,30.0000,17.7436,42.5032,1280.0000,22.7867,144.0000,5.5500,0.0900,,10.6016,42.0000,15.1304,,6.7244,,,,100.36,3.56,1325.7600
2008-03-28,2261.179932,,8.4000,7.2281,14.0947,,,,,8.4800,0.9700,5.0802,25.4173,50.6121,,12.4800,11.3400,6.5958,29.6000,17.7563,42.1403,1240.0000,22.4481,143.6000,5.5600,0.0900,,10.7029,42.0000,15.3593,,6.7244,,,,99.77,3.47,1315.2200
2008-03-31,2279.100098,,8.5100,7.2281,14.0679,,,,,8.1250,0.9800,5.2023,25.4532,51.9311,,12.5900,10.7000,6.4699,33.8000,17.5339,41.9937,1304.0000,22.4755,139.0000,5.6000,0.0900,,10.8380,42.0000,15.0286,,6.7244,,,,98.63,3.45,1322.7000
2008-04-01,2362.75,,8.7500,7.2281,15.0036,,,,,8.5600,0.9700,5.3243,26.0366,53.6503,,12.9500,11.4900,6.6557,33.8000,17.5848,44.1860,1294.4000,23.4547,145.8000,5.6000,0.0600,,10.8717,42.0000,15.3593,,6.7244,,,,95.75,3.57,1370.1801
2008-04-02,2361.399902,,8.7800,7.1640,14.9568,,,,,8.6050,1.0100,5.1685,25.3904,53.6503,,13.1100,10.8900,6.6258,33.8000,17.3052,45.2513,1296.0000,23.0246,150.0000,5.5800,0.0600,,10.2640,42.0000,15.4814,,6.7244,,,,96.48,3.6,1367.5300
2008-04-03,2363.300049,,8.7700,7.1139,14.5224,,,,,8.5650,1.0200,5.0412,25.7224,52.1403,,13.2300,11.0600,6.5238,33.8000,17.4704,44.3404,1211.2000,22.8416,153.5000,5.6000,0.0600,,10.6016,33.0350,15.9953,,6.7244,,,,98.63,3.61,1369.3101
2008-04-04,2370.97998,,8.8700,6.8632,14.3018,,,,,8.6350,1.0680,4.9633,25.0493,52.2767,,13.1400,11.0700,6.4758,31.6000,17.1528,45.5060,1232.0000,23.2991,155.7000,5.6000,0.0600,,10.5341,50.0000,15.8884,,6.6016,,,,98.63,3.5,1370.4000
2008-04-07,2364.830078,,9.0200,6.5735,14.3753,,,,,8.6350,1.0700,4.8594,25.0852,52.8225,,13.1600,11.0600,6.4579,31.0000,17.4768,46.1853,1280.0000,21.6794,174.6000,5.6000,0.0600,,10.4666,48.0000,15.5628,,6.6016,,,,101.16,3.57,1372.5400
2008-04-08,2348.76001,,9.0300,6.7016,14.2818,,,,,8.5700,1.0500,5.0178,25.5429,52.4769,,12.7100,10.9400,6.4818,30.0000,17.6610,45.2899,1176.0000,20.9198,161.0000,5.5800,0.0600,,10.2302,48.0000,15.1558,,6.4481,,,,101.89,3.58,1365.5400
2008-04-09,2322.1201170000004,,8.6600,6.6849,13.5400,,,,,8.3300,1.0800,4.8179,25.2647,50.7940,,12.6100,10.1700,6.3919,30.6000,17.6610,44.7418,1128.0000,20.2701,151.0000,5.5500,0.0600,,10.2640,48.0000,14.5606,,6.4481,,,,102.38,3.49,1354.4900
2008-04-10,2351.699951,,8.7700,6.6292,13.7605,9.6689,,,,8.4900,1.0600,4.7997,25.3993,52.4223,,12.6100,10.4800,6.2600,29.6000,17.6102,44.5797,1144.0000,20.2518,150.9000,5.5500,0.0600,,10.2977,48.0000,14.5708,,6.4481,,,,103.74,3.55,1360.5500
2008-04-11,2290.23999,,8.2800,6.5456,13.1657,8.8800,,,,8.2650,1.0200,4.5763,24.6634,51.2125,,12.6000,10.8000,6.2600,29.6000,18.9824,44.3018,1096.0000,19.4190,146.4000,5.5500,0.0900,,10.1627,48.0000,14.4334,,6.7551,,,,103.67,3.49,1332.8300
2008-04-14,2275.820068,,8.3200,6.8298,12.9251,,,,,8.4200,1.0200,4.5711,24.6813,51.3580,,12.2500,10.2500,6.2240,29.6000,19.0586,44.4485,1032.0000,18.6594,141.2000,5.5500,0.0900,,9.7238,48.0000,14.4639,,6.7551,,,,104.02,3.53,1328.3199
2008-04-15,2286.040039,,8.4300,6.8298,13.3194,7.6967,,,,8.4950,1.1000,4.6127,24.7621,51.5581,,12.4100,10.0000,6.3140,29.2000,18.2391,44.9657,1032.0000,19.7667,139.0000,5.5500,0.0900,,9.8251,48.0000,14.3927,,6.7551,,,,105.73,3.6,1334.4301
2008-04-16,2350.110107,,8.7600,7.2420,14.1749,,,,,8.5950,1.0900,4.9062,25.1750,52.9408,,12.8600,10.5500,6.3499,29.2000,18.7410,46.1853,1053.6000,20.1328,144.9000,5.5500,0.0900,,9.9264,48.0000,14.5250,,6.7551,,,,106.65,3.72,1364.7100
2008-04-17,2341.830078,,8.4000,6.9635,13.8808,,,,,8.7550,1.1600,4.8828,25.3006,52.1039,,12.9000,10.5800,6.1880,30.4000,18.8998,45.2050,1032.0000,19.6478,140.8000,5.5500,0.0900,,10.0614,41.6100,14.8811,,6.7551,,,,107.63,3.75,1365.5601
2008-04-18,2402.969971,,8.3900,7.3423,14.1147,10.5829,,,,8.7500,1.1700,5.0230,28.9893,53.2410,,13.1500,10.7900,6.2780,30.8000,18.7283,46.4787,1048.0000,19.8583,140.4000,5.5500,0.0900,,10.7367,41.6100,15.0693,,6.7551,,,,107.75,3.77,1390.3300
2008-04-21,2408.040039,,8.3900,7.2977,13.7271,10.5829,,,,8.7700,1.1300,4.9685,28.3252,53.2046,,13.1600,10.6100,6.2840,30.8000,18.8680,45.7299,1064.0000,19.9772,154.9000,5.5500,0.0900,,10.6691,41.6100,15.0236,,7.0622,,,,108.93,3.75,1388.1700
2008-04-22,2376.939941,,7.9400,6.9635,13.0922,10.5829,,,,8.7200,1.1500,4.7919,27.4726,52.0311,,12.9000,9.8300,6.1341,31.6000,18.8680,45.8225,1048.0000,20.1328,148.5000,5.5800,0.0900,,10.5679,41.6100,14.4995,,7.0622,,,,109.92,3.74,1375.9399
2008-04-23,2405.209961,,8.1900,7.1362,12.5241,,,,,8.7850,1.1500,4.7737,28.1906,52.7589,,13.1500,9.0200,6.1700,31.6000,18.1248,48.1152,1080.0000,21.1760,172.9000,5.5800,0.0900,,10.5679,41.6100,14.5046,,6.1717,,,,111.14,3.77,1379.9301
2008-04-24,2428.919922,,8.4700,7.2420,13.3461,,,,,8.8750,1.1301,4.8438,28.6573,53.4866,,13.6300,9.9700,6.1221,31.6000,18.1248,48.7327,1136.0000,21.5878,184.5000,5.5800,0.0900,,10.1289,41.6100,15.0083,,6.1717,,,,110.63,3.87,1388.8199
2008-04-25,2422.929932,,8.8400,7.2420,13.6536,,,,,8.9750,1.1000,4.8750,28.2713,52.8134,,13.9800,10.4500,6.0621,31.6000,18.1248,48.1075,1272.0000,21.6977,192.4000,5.5800,0.0900,,10.1289,41.6100,15.1355,,6.1717,,,,110.01,3.91,1397.8400
2008-04-28,2424.399902,,8.9300,6.9523,13.7872,,,,,8.9500,1.1400,4.7685,28.4778,52.9499,,14.6500,10.6100,6.1341,30.9980,18.1248,48.2233,1240.0000,21.6794,197.7000,5.5800,0.0900,,10.0614,41.0000,15.5018,,6.1410,,,,111.66,3.86,1396.3700
2008-04-29,2426.100098,,8.8800,6.9523,13.5466,10.8234,,,,8.9750,1.1310,4.7607,28.6842,52.5314,,14.0100,10.5300,6.1101,30.9980,18.1057,48.3776,1240.0000,21.9996,188.8000,5.5800,0.0900,,10.0952,41.0000,15.7205,,6.1410,,,,109.86,3.85,1390.9399
2008-04-30,2412.800049,,8.8200,6.9523,13.2459,9.7651,,,,9.2000,1.1300,4.6958,28.1636,52.2404,,14.3900,10.5400,6.3679,30.9980,18.1057,48.3854,1304.0000,21.2767,184.5000,5.5200,0.0900,,9.9939,41.0000,15.8274,,6.1410,,,,107.33,3.77,1385.5900
2008-05-01,2480.709961,,8.9100,7.5205,14.0078,9.7651,,,,9.0000,1.1600,4.9555,28.8996,53.3319,,14.7400,10.8100,6.3679,30.9980,18.1057,50.6472,1360.0000,22.8324,219.8000,5.5800,0.0900,,10.0952,41.0000,16.1733,,6.1410,,,,105.93,3.78,1409.3400
